Time,Data
20051013,15.1
20051014,15.1
20051015,15.3
20051016,15.1
20051017,15.1
20051018,15.3
20051019,15.1
20051020,15.4
20051021,15.2
20051022,14.8
20051023,15.3
20051024,15.2
20051025,15.6
20051026,15.1
20051027,14.9
20051028,15.5
20051029,15.0
20051030,15.3
20051031,14.7
20051101,15.1
20051102,15.0
20051103,15.0
20051104,15.1
20051105,15.3
20051106,15.5
20051107,15.2
20051108,15.3
20051109,15.4
20051110,15.3
20051111,14.7
20051112,14.8
20051113,15.2
20051114,15.0
20051115,15.2
20051116,15.3
20051117,14.7
20051118,15.0
20051119,14.8
20051120,14.7
20051121,15.1
20051122,14.7
20051123,14.9
20051124,14.7
20051125,14.8
20051126,14.6
20051127,14.7
20051128,14.9
20051129,15.2
20051130,14.5
20051201,15.0
20051202,15.2
20051203,15.1
20051204,14.9
20051205,15.2
20051206,15.1
20051207,15.1
20051208,14.6
20051209,14.9
20051210,14.5
20051211,14.5
20051212,14.1
20051213,14.0
20051214,14.4
20051215,14.5
20051216,14.6
20051217,14.3
20051218,14.2
20051219,14.1
20051220,14.5
20051221,14.5
20051222,14.2
20051223,14.6
20051224,14.3
20051225,14.2
20051226,14.7
20051227,14.0
20051228,13.8
20051229,13.7
20051230,13.6
20051231,13.5
