Time,Data
20041013,13.7
20041014,13.8
20041015,13.7
20041016,13.5
20041017,13.8
20041018,14.2
20041019,14.8
20041020,15.1
20041021,13.7
20041022,14.4
20041023,14.6
20041024,13.3
20041025,14.2
20041026,13.7
20041027,13.6
20041028,13.9
20041029,14.4
20041030,14.3
20041031,13.7
20041101,13.9
20041102,13.6
20041103,13.7
20041104,13.9
20041105,13.8
20041106,14.2
20041107,13.8
20041108,14.5
20041109,14.2
20041110,13.9
20041111,14.3
20041112,13.4
20041113,13.2
20041114,13.5
20041115,14.4
20041116,14.2
20041117,13.7
20041118,13.6
20041119,13.7
20041120,14.1
20041121,13.8
20041122,14.1
20041123,14.1
20041124,14.2
20041125,13.8
20041126,13.5
20041127,13.4
20041128,13.6
20041129,13.5
20041130,13.9
20041201,13.4
20041202,13.4
20041203,13.6
20041204,13.8
20041205,12.8
20041206,13.3
20041207,13.3
20041208,13.8
20041209,13.8
20041210,13.6
20041211,13.7
20041212,14.1
20041213,13.7
20041214,13.9
20041215,13.8
20041216,13.7
20041217,13.7
20041218,13.9
20041219,13.4
20041220,14.4
20041221,12.9
20041222,13.8
20041223,14.0
20041224,14.2
20041225,14.0
20041226,14.5
20041227,13.2
20041228,13.3
20041229,13.7
20041230,14.0
20041231,13.3
